Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Cold_Thermos,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status
513,5958,26-Dec-13,Idun,5:42:00 AM,FALSE,TRUE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,1564.337,89.5,rerun
514,5959,26-Dec-13,Anna,11:31:00 AM,TRUE,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,72.533,14.4,ok,RANGE,range,rerun
515,5962,27-Dec-13,Abuk,4:56:00 AM,TRUE,TRUE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,36.41,3.7,ok,,,,191.183,4.2,ok,RANGE,range,rerun
516,5972,2-Jan-14,Idun,6:40:00 AM,FALSE,FALSE,TRUE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,1039.366,0,rerun
401,5577,30-Jun-13,Idun and Tim,5:32:00 AM,TRUE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,31.788,0.4,ok,,,,1340.461,7.5,ok,17871.44289,12.72136339,ok
402,5584,1-Jul-13,Idun,5:27:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,45240,4.7,ok
403,5584,1-Jul-13,Idun,6:35:00 AM,TRUE,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,180470.2072,3.858789646,ok
404,5582,1-Jul-13,Abuk,5:14:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,6.307,0,ok,,,,1492.543,1.4,ok,58899.442,0,ok
405,,2-Jul-13,Idun,5:25:00 AM,TRUE,FALSE,TRUE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,16.119,0,ok,,,,4182.689,16.7,ok,55790.217,1.6,ok
406,5589,4-Jul-13,Erin and Idun,5:51:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,578.13,2.3,ok,55123.178,2,ok
407,5597,5-Jul-13,Tono,1:36:00 PM,FALSE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
408,5598,5-Jul-13,Wendy and Kumpo,6:59:00 AM,TRUE,FALSE,FALSE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,27742.22961,2.005158508,ok
409,5598,5-Jul-13,Kumpo,9:00:00 AM,TRUE,FALSE,FALSE,1.05,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
410,5598,5-Jul-13,Kumpo,10:45:00 AM,TRUE,FALSE,FALSE,1.053,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
411,5600,6-Jul-13,Abuk,5:02:00 AM,FALSE,TRUE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,12.6,66.4,rerun,,,,1109.931,6.3,ok,78194,0.2,ok
412,5603,7-Jul-13,Idun,5:21:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
413,5611,9-Jul-13,Idun,5:58:00 AM,FALSE,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
414,5611,9-Jul-13,Idun and Wendy,7:02:00 AM,FALSE,FALSE,FALSE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
415,5614,10-Jul-13,Idun and Wendy,6:15:00 AM,FALSE,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
416,5617,11-Jul-13,Abuk,9:02:00 AM,FALSE,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
417,5620,12-Jul-13,Abuk,5:45:00 AM,FALSE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
557,6144,16-Apr-14,Idun,10:56:00 AM,FALSE,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,159827,2.5,ok
558,6147,17-Apr-14,Abuk,5:26:00 AM,TRUE,FALSE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,31.844,1.8,ok,,,,275.511,1.5,ok,166132.2,5,ok
559,6145,17-Apr-14,Idun,5:25:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,22.442,6.8,ok,,,,956.33,7.2,ok,74835.58,3,ok
560,6150,18-Apr-14,Tono,4:51:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,12.084,4.1,ok,,,,429.306,17.7,ok,62107.7,0,ok
561,6148,18-Apr-14,Abuk,5:07:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.519,0,ok,,,,683.651,5.1,ok,46147.06,9.4,ok
562,6153,19-Apr-14,Abuk,7:29:00 AM,TRUE,FALSE,FALSE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,4.417,0.4,ok,,,,558.424,4.6,ok,,,
563,6156,20-Apr-14,Rahmadt,5:25:00 AM,TRUE,TRUE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,21.239,3.9,ok,,,,311.577,7.4,ok,61980,2.4,ok
564,6156,20-Apr-14,Wendy,7:54:00 AM,TRUE,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,79235.47,4.5,ok
565,6157,20-Apr-14,Abuk,7:06:00 AM,TRUE,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,46309.39,5.2,ok
566,6161,21-Apr-14,Idun,5:15:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,10.969,10.9,ok,,,,1068.187,3.2,ok,51774.39,17.7,ok
567,6159,21-Apr-14,Suwi,9:59:00 AM,TRUE,TRUE,FALSE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,RANGE,range,rerun
568,6167,24-Apr-14,Abuk,5:33:00 AM,TRUE,FALSE,TRUE,1.049,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,60.925,1.3,ok,,,,795.983,5.3,ok,213859.9,2.7,ok
569,6182,30-Apr-14,Idun,6:06:00 AM,TRUE,FALSE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,23.155,1,ok,,,,195.918,4.9,ok,181240,1.747869333,ok
570,6185,1-May-14,Abuk,5:12:00 AM,TRUE,FALSE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,15.004,6,ok,,,,300.015,3,ok,75525.32,3,ok
571,6183,1-May-14,Idun,5:25:00 AM,FALSE,FALSE,TRUE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,132996.9,0.9,ok
572,6188,2-May-14,Tono,5:10:00 AM,TRUE,FALSE,TRUE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,14.134,3.7,ok,,,,780.843,2.1,ok,75105.61,1.1,ok
574,6197,8-May-14,Idun,5:18:00 AM,TRUE,TRUE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,21.362,4.8,ok,,,,571.557,3.4,ok,59920.35,9.1,ok
575,6200,9-May-14,Idun,5:13:00 AM,TRUE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,7.445,10.4,ok,,,,581.729,3.6,ok,16701.7,11.6,ok
576,6203,9-May-14,Abuk,5:40:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),13.314,0,ok,,,,309.365,4,ok,53174.46,13.6,ok
577,6208,10-May-14,Suwi,5:06:00 AM,FALSE,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,159399,4,ok
578,6210,11-May-14,Suwi,5:20:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,13.869,0.3,ok,,,,326.963,1,ok,79945.39,4.6,ok
579,6218,12-May-14,Idun,5:12:00 AM,TRUE,FALSE,TRUE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,38.391,6.6,ok,,,,162.096,7.5,ok,,,
580,6224,13-May-14,Idun,5:11:00 AM,TRUE,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.755,4.1,ok,,,,552.428,1.5,ok,30890.64,4.1,ok
581,6227,14-May-14,Anna,4:58:00 AM,TRUE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,19.267,15.9,ok,,,,206.651,5.8,ok,111593.5,4.3,ok
582,6227,14-May-14,Anna,12:40:00 PM,TRUE,FALSE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
583,6229,15-May-14,Tono,5:23:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,17.759,0.8,ok,,,,152.109,11.9,ok,29273.78,4.3,ok
484,5802,30-Sep-13,Paige,4:34:00 AM,TRUE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),12.15,1.4,ok,8.087,0.4,ok,302.746,1.9,ok,53633.3868,32.76773515,rerun
585,6235,16-May-14,Anna,10:49:00 AM,TRUE,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,55575.08,1.5,ok
586,6237,17-May-14,Abuk,10:18:00 AM,TRUE,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,11983.98,13,ok
587,6241,19-May-14,Yann,2:06:00 PM,FALSE,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,15731.57,13.4,ok
588,6245,20-May-14,Idun,5:39:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,12.63,7.2,ok,,,,184.416,8.3,ok,38083.03,6.2,ok
589,6248,20-May-14,Yann,8:30:00 AM,TRUE,FALSE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,3.469,1.2,ok,,,,184722,3.2,ok
590,6249,21-May-14,Wendy,4:50:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,18.838,0.3,ok,,,,212.932,7.5,ok,16336.42,4.7,ok
591,6253,22-May-14,Idun,5:10:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,13.014,3.7,ok,,,,865.812,3.1,ok,59929,4.5,ok
592,6257,22-May-14,Idun,7:50:00 AM,FALSE,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,102105.6,2.9,ok
593,6254,22-May-14,Abuk,12:22:00 PM,TRUE,FALSE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,902.421,0.7,ok,21920.421,7,ok
594,6262,23-May-14,Abuk,10:36:00 AM,TRUE,FALSE,FALSE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,235022,10.6,ok
595,6267,24-May-14,Rahmadt,5:45:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,9.212,4.6,ok,1.26,2.6,ok,364.317,0.6,ok,35968.47,0.3,ok
596,6265,24-May-14,Abuk,11:10:00 AM,TRUE,FALSE,FALSE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,53271.73,6.5,ok
597,6266,24-May-14,Wilhelm,5:05:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,19.856,11.4,ok,,,,1323.121,12.7,ok,63877.62,7.3,ok
598,6270,25-May-14,Abuk,6:04:00 AM,TRUE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,17997.13,10.6,ok
599,6272,25-May-14,Idun,5:40:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,29018,2.5,ok
600,6268,25-May-14,Suwi,6:22:00 AM,FALSE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,18469.03,6,ok
601,6277,26-May-14,Wendy,5:00:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.521,1.9,ok,,,,1205.62,10,ok,28780.29,0.6,ok
602,6276,26-May-14,Suwi,11:50:00 AM,TRUE,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,77698.43,0.3,ok
603,6275,26-May-14,Wilhelm,8:26:00 AM,TRUE,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,12223.83,14.8,ok
604,6273,26-May-14,Abuk,5:58:00 AM,TRUE,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,69036.16,4.7,ok
605,6281,27-May-14,Wendy,7:13:00 AM,TRUE,FALSE,FALSE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,67769.29,0.6,ok
606,6280,27-May-14,Suwi,2:05:00 PM,TRUE,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,13529.17,12.8,ok
351,5512,25-Apr-13,Idun,9:50:00 AM,FALSE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,64181.957,8.2,ok
352,5523,14-May-13,Idun,5:49:00 AM,FALSE,TRUE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,407.276,1.2,ok,9918.147,2,ok
353,5530,28-May-13,Idun,5:13:00 AM,FALSE,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,671.433,1.8,ok,45128.869,6.4,ok
354,5531,29-May-13,Idun,5:47:00 AM,FALSE,FALSE,TRUE,1.027,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,455.52,4.1,ok,39485.545,3.4,ok
355,5548,15-Jun-13,Abuk,4:59:00 AM,FALSE,FALSE,TRUE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,2983.043,6.6,ok,121709.7,6.4,ok
356,5549,16-Jun-13,Abuk and Tim,5:29:00 AM,FALSE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,552.428,1.5,ok,21931.413,1.8,ok
357,5552,17-Jun-13,Abuk,6:17:00 AM,FALSE,TRUE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
358,5556,18-Jun-13,Idun,5:26:00 AM,TRUE,FALSE,TRUE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,599349.5,70.2,rerun
359,5555,18-Jun-13,Suwi,5:36:00 AM,FALSE,TRUE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,206.651,5.8,ok,20362.753,1.2,ok
360,5557,19-Jun-13,Idun,5:02:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,710.572,2.5,ok,27638.714,6.5,ok
742,6644,20-Nov-14,Tono,5:01:00 AM,TRUE,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,5.923,1.4,ok,10.126,2,ok,550.658,4.4,ok,22489.17,7.2,ok
711,6562,25-Sep-14,Idun,8:54:00 AM,TRUE,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,948.884,12,ok,,,
712,6564,26-Sep-14,Tono,4:33:00 AM,TRUE,FALSE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,33.916,0.1,ok,,,,1715.632,8.1,ok,78384.17,2.1,ok
713,6565,27-Sep-14,"Tono, Wendy",4:38:00 AM,TRUE,TRUE,TRUE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,39.679,2.8,ok,6.588,5.3,ok,27.356,6.6,ok,179160,1.6,ok
714,6567,28-Sep-14,Idun,4:40:00 AM,TRUE,FALSE,TRUE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,40.308,0.5,ok,10.258,6.7,ok,85.778,8.7,ok,57074,3.4,ok
715,6568,28-Sep-14,Suwi,4:40:00 AM,TRUE,FALSE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,25.493,4.1,ok,19.578,0.9,ok,52.211,9.5,ok,269512.9,1.3,ok
716,6570,29-Sep-14,Idun,5:52:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,863.596,3.9,ok,180903.5,8.3,ok
717,6569,29-Sep-14,Suwi,4:57:00 AM,TRUE,FALSE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,38.524,3,ok,,,,1150.14,8.9,ok,,,ok
718,6571,30-Sep-14,Wendy,7:11:00 AM,TRUE,TRUE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,29.298,0.4,ok,3.488,3,ok,978.138,6.8,ok,162701.1,2.8,ok
719,6573,1-Oct-14,Wendy,4:55:00 AM,TRUE,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,1189.507,9.5,ok,198000,,ok
720,6574,1-Oct-14,Tono,4:40:00 AM,TRUE,FALSE,TRUE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,7666.884,2.2,ok
N/A1,6439,23-Jul-14,Julia,5:48:00 AM,TRUE,FALSE,FALSE,,,,independent immature (older juvs),,,,,,,,,,,,
N/A2,6478,10-Aug-14,Yann,1:28:00 PM,FALSE,FALSE,FALSE,,,,adult flanged male,,,,,,,,,,,,
694,6540,16-Sep-14,Abuk,4:38:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),8.752,2.1,ok,,,,485.735,2.9,ok,,,
695,6539,16-Sep-14,Wendy,5:16:00 AM,TRUE,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,5.668,2,ok,,,,175.241,11.4,ok,102724.9,0.6,ok
696,6541,17-Sep-14,Wendy,1:14:00 PM,TRUE,FALSE,FALSE,1.047,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,264169,5.3,ok
697,6543,18-Sep-14,Idun,5:09:00 AM,TRUE,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,23.863,0.5,ok,,,,2225.4,11.8,ok,119343,1.6,ok
698,6545,19-Sep-14,Abuk,5:10:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,10.18,3.6,ok,,,,1159.647,14.3,ok,41827.1,2.2,ok
699,6545,19-Sep-14,Abuk,5:17:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.521,17.5,ok,,,,377.623,14.1,ok,41076.95,6.5,ok
700,6547,19-Sep-14,Tono,4:48:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),10.095,3.7,ok,7.578,2,ok,640.348,4.2,ok,28291.47,5.3,ok
701,6549,20-Sep-14,Suwi,5:06:00 AM,TRUE,FALSE,TRUE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,41.023,10.1,ok,10.849,0.9,ok,1576.395,11.4,ok,105913.9,12.3,ok
702,6548,20-Sep-14,Wendy,5:22:00 AM,TRUE,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.814,2.4,ok,1.815,0.1,ok,70.902,6.2,ok,61698.68,8.1,ok
703,6553,21-Sep-14,Tim,4:58:00 AM,TRUE,FALSE,TRUE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,17.783,2.2,ok,,,,46.313,16.4,ok,48661.03,2.1,ok
704,6552,21-Sep-14,Abuk,5:11:00 AM,TRUE,FALSE,TRUE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,27.799,2.4,ok,13.475,1.7,ok,6.337,6.7,ok,188960,2.3,ok
705,6556,22-Sep-14,Tim,12:20:00 PM,TRUE,FALSE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),57.861,0.2,ok,10.136,0.1,ok,813.327,12.6,ok,41539.91,10.8,ok
706,6558,23-Sep-14,Suwi,4:52:00 AM,TRUE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,25.484,0.2,ok,,,,1448.107,9.4,ok,143842.1,0.9,ok
707,6558,23-Sep-14,"Suwi, Tim",11:17:00 AM,TRUE,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),37.548,2,ok,8.967,1,ok,608.945,4.7,ok,132018.9,2,ok
708,6560,24-Sep-14,Tono,4:52:00 AM,TRUE,FALSE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,27.054,7.4,ok,,,,1005.899,2,ok,226950.4,16,ok
709,6561,24-Sep-14,Idun,7:42:00 AM,TRUE,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,37394.043,0.6,ok
710,6561,24-Sep-14,Wendy,7:00:00 AM,TRUE,FALSE,FALSE,1.005,,,adult flanged male,,,,,,,,,,,,
732,6596,22-Oct-14,Idun,4:58:00 AM,FALSE,FALSE,TRUE,1.002,Tuanan,,adult female no dependent,,,,,,,,,,,,
733,6598,23-Oct-14,Idun,4:58:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,18.915,0.1,ok,3.912,3.3,ok,381.004,0.1,ok,11003.19,3.8,ok
734,6603,1-Nov-14,Abuk,4:58:00 AM,TRUE,FALSE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,28.151,0.2,ok,11.24,2.9,ok,298.174,4.9,ok,56414.39,4.3,ok
735,6700,2-Nov-14,Idun,4:50:00 AM,TRUE,FALSE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,27.84,3.6,ok,11.748,14.6,ok,746.647,3.9,ok,87310.47,3.9,ok
736,6612,12-Nov-14,Idun,5:14:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,7.772,1.7,ok,3.713,5.9,ok,591.26,3.1,ok,28150.32,5.8,ok
737,6624,16-Nov-14,Idun,5:15:00 AM,TRUE,FALSE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.467,4,ok,5.656,4.8,ok,617.27,9.5,ok,17441.03,0.6,ok
676,6485,15-Aug-14,Yann,7:43:00 AM,TRUE,FALSE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,70100,0.322787689,ok
677,6489,20-Aug-14,Suwi,5:08:00 AM,TRUE,FALSE,TRUE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,18.787,4.4,ok,,,,1489.189,4.1,ok,132242,1.1,ok
678,6492,21-Aug-14,Yann,11:23:00 AM,TRUE,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,64551,1.3,ok
679,6494,22-Aug-14,Isman,11:29:00 AM,TRUE,FALSE,FALSE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
680,6516,1-Sep-14,Abuk,8:14:00 AM,TRUE,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,133057.5,1.1,ok
681,6517,2-Sep-14,Idun,4:42:00 AM,TRUE,FALSE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,21.979,3.4,ok,3.42,2.8,ok,1880.853,3.4,ok,135155.3,10.4,ok
682,6520,6-Sep-14,Wendy,11:52:00 AM,TRUE,FALSE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,247853,4,ok
683,6522,7-Sep-14,Wendy,4:49:00 AM,TRUE,FALSE,TRUE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,11.733,3.3,ok,2.308,12,ok,1056.839,3.9,ok,117214,1.686718788,ok
684,6525,8-Sep-14,Abuk,5:22:00 AM,TRUE,FALSE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,109455,1.562088709,ok
685,6525,8-Sep-14,Abuk,7:18:00 AM,TRUE,FALSE,FALSE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
686,6527,9-Sep-14,Idun,5:07:00 AM,TRUE,FALSE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,36.023,1.6,ok,,,,2477.013,2.9,ok,165442.5,0.814203375,ok
687,6530,10-Sep-14,Wendy,4:39:00 AM,TRUE,TRUE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,14.341,5.3,ok,,,,4785.736,14.8,ok,220621,9.3,ok
688,6531,10-Sep-14,"Shauhin, Tim",11:12:00 AM,TRUE,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,184.416,8.3,ok,93644.783,7,ok
689,6532,11-Sep-14,Wendy,5:20:00 AM,TRUE,FALSE,TRUE,1.047,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,181566.5,9.68439901,ok
690,6532,11-Sep-14,Idun,2:26:00 PM,TRUE,TRUE,FALSE,1.047,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
691,6533,11-Sep-14,"Shauhin, Tim",5:05:00 AM,FALSE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
692,6535,14-Sep-14,Abuk,5:16:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),10.893,2.4,ok,2.508,1.4,ok,545.61,0.1,ok,,,
